name,ocpc,url,image_url,seed_company_name,seed_company_ocpc,genetics,genetics_cross_ocpc,l
FunkBerry,7EWXWWLAA7000000000000000,https://www.cannabisreports.com/strain-reports/thc-development-seed-company/funkberry,https://www.cannabisreports.com/images/strains/no_image.png,THC Development Seed Company,7EWXW00000000000000000000,Shiskeberry (Shiskaberry) x Mt. Rainier x The White,M79TTEXYRJ000000000000000 x JX73GCTPV9000000000000000 x MQG4JYJX6W000000000000000,9
Red Roses,YFTYMENKYA000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/red-roses,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,( The OG #18 (Private Reserve OG) x Sour Larry OGK BX1 ) x Blood Rose,( 4PNYL2PNJ2000000000000000 x 9XVU794LZF000000000000000 ) x YFTYMNUE9M000000000000000,9
Dawg Star,VRTEWLP4XK000000000000000,https://www.cannabisreports.com/strain-reports/thseeds/dawg-star,https://www.cannabisreports.com/images/strains/4/full_4bef232952bd0ac0d18a4e5fc143fe8ac22cf14a.jpg,T.H.Seeds,VRTEW00000000000000000000,DarkStar (Dark Star) x Chem Dawg (Chemdog),VRTEWFDF2D000000000000000 x 9XVU762EQ4000000000000000,9
The Guice,6XPKMDV76K000000000000000,https://www.cannabisreports.com/strain-reports/exotic-genetix/the-guice,https://www.cannabisreports.com/images/strains/no_image.png,Exotic Genetix,6XPKM00000000000000000000,Gorilla Glue #4 x Orange Valley OG,9XVU7AQXVU000000000000000 x 9XVU766RY6000000000000000,9
IndaCouch,9XVU7M92TT000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/indacouch,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Romulan x Blackberry x Black Domina,ZHMH7T3R2L000000000000000 x ACZRNHXURW000000000000000 x VUJCJVRU4N000000000000000,9
Space Ape,3MYJ2WTRV6000000000000000,https://www.cannabisreports.com/strain-reports/libra-seeds/space-ape,https://www.cannabisreports.com/images/strains/no_image.png,Libra Seeds,3MYJ200000000000000000000,Interstellar x Gorilla Glue #4,3MYJ23Y24M000000000000000 x 9XVU7AQXVU000000000000000,9
Zulu Girl,3MYJ26XTQY000000000000000,https://www.cannabisreports.com/strain-reports/libra-seeds/zulu-girl,https://www.cannabisreports.com/images/strains/no_image.png,Libra Seeds,3MYJ200000000000000000000,Girl Scout Cookies x Blackwater OG,4KXM32V9YF000000000000000 x QLG39RN2AF000000000000000,9
Galaga OG,9XVU72CNFH000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/galaga-og,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Blue Glue,9XVU7ETJHK000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/blue-glue,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
SoulFruit,LJV2TAU7K4000000000000000,https://www.cannabisreports.com/strain-reports/breeders-choice/soulfruit,https://www.cannabisreports.com/images/strains/f/full_f5de37794ce9f510f18d16bcbd653781371f8170.jpg,Breeder's Choice,LJV2T00000000000000000000,Cranberry Haze x Chitrali #1,LJV2THDVKZ000000000000000 x LJV2TUZZWZ000000000000000,9
Lion's OM,Q7T9T3HHGW000000000000000,https://www.cannabisreports.com/strain-reports/ganjahnetics/lions-om,https://www.cannabisreports.com/images/strains/no_image.png,GanJahnetics,Q7T9T00000000000000000000,Lion's Omrita x Jamaican Lion,Q7T9TFX6XT000000000000000 x 9XVU7RMDQ2000000000000000,9
Chem Wolf,R3X67NH7HK000000000000000,https://www.cannabisreports.com/strain-reports/exclusive-seeds/chem-wolf,https://www.cannabisreports.com/images/strains/8/full_856632dd6fe9c1eca0f917abcc9c6d15f557d2d4.jpg,Exclusive Seeds,R3X6700000000000000000000,Chem Dawg (Chemdog) x Chemdawg #4,9XVU762EQ4000000000000000 x 9XVU7AQE2R000000000000000,9
Afgooiest,R3X67YZRA7000000000000000,https://www.cannabisreports.com/strain-reports/exclusive-seeds/afgooiest,https://www.cannabisreports.com/images/strains/2/full_278fc5a1f9a20054fed94ceefa20da7b9c174157.jpg,Exclusive Seeds,R3X6700000000000000000000,Afgoo (Afgooey / Afghooey) x Afghan Ghost,9XVU7P37HL000000000000000 x 4FMDM4TXR9000000000000000,9
The Mendo,R3X67VKGJ4000000000000000,https://www.cannabisreports.com/strain-reports/exclusive-seeds/the-mendo,https://www.cannabisreports.com/images/strains/4/full_4139e94e2bee3fe18b5d027e07c8d5551e55adce.jpg,Exclusive Seeds,R3X6700000000000000000000,Durban x ???,VUJCJVEY6D000000000000000 x ???,9
Jade Helm,76M32WCPT2000000000000000,https://www.cannabisreports.com/strain-reports/the-vault-seed-bank/jade-helm,https://www.cannabisreports.com/images/strains/no_image.png,The Vault Seed Bank,76M3200000000000000000000,,,9
Double OG,9XVU7FQEYZ000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/double-og,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Big Bud Afghani x San Fernando Valley OG (SFV OG),22ZQ6TUP9Q000000000000000 x 9XVU7EYMZW000000000000000,9
X-Tra CHZ,6KGN2RWD2M000000000000000,https://www.cannabisreports.com/strain-reports/mtg-seeds/x-tra-chz,https://www.cannabisreports.com/images/strains/no_image.png,MTG Seeds,6KGN200000000000000000000,Cheese #1 / Cheese Bomb,6QKE4K7NQH000000000000000 / 6KGN2KDJL6000000000000000,9
Cheese #1,6QKE4K7NQH000000000000000,https://www.cannabisreports.com/strain-reports/kaliman-seeds/cheese-1,https://www.cannabisreports.com/images/strains/f/full_f5d6dbc5d634e80a3f6c9588cea6fd32a52c04f8.jpg,Kaliman Seeds,6QKE400000000000000000000,Cheese / Afghani No. 1,9XVU7XQALK000000000000000 / D4C6CMREWV000000000000000,9
Harbinger,NTNYU9HGMG000000000000000,https://www.cannabisreports.com/strain-reports/omni-seeds/harbinger,https://www.cannabisreports.com/images/strains/6/full_672c393b868e59ed2c5340cd3106a9a873f77f96.jpg,Omni Seeds,NTNYU00000000000000000000,Dame Blanche x Royal Frisian,QPDQZZDXQK000000000000000 x 9XVU7JEM2Y000000000000000,9
Dame Fizz,NTNYUN2NCJ000000000000000,https://www.cannabisreports.com/strain-reports/omni-seeds/dame-fizz,https://www.cannabisreports.com/images/strains/0/full_008d35d74e33ebdf597b75f268a8a006b7586fc4.jpg,Omni Seeds,NTNYU00000000000000000000,Dame Blanche x Fizz,QPDQZZDXQK000000000000000 x 9XVU77QYFA000000000000000,9
Cinnamint,9XVU7D34WP000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/cinnamint,https://www.cannabisreports.com/images/strains/a/full_aed687e24d21c276dadb54ba02189b0845fa7bf2.jpg,Unknown Breeder,9XVU700000000000000000000,Bubble Mint / Purple Afghani,9XVU7MFM6P000000000000000 / WPUC6APJAM000000000000000,9
Mata Hari,47E6TX97QC000000000000000,https://www.cannabisreports.com/strain-reports/basic-seeds/mata-hari,https://www.cannabisreports.com/images/strains/no_image.png,Basic Seeds,47E6T00000000000000000000,Red Dawn / Calizahr / Alpine Rocket / Purpurea Ticinensis,9XVU7MUQXA000000000000000 / VQJGUQPU7J000000000000000 / LX2R97976X000000000000000 / ZZ6TMV6FA7000000000000000,9
Mana Cake,KAYXLM9DL4000000000000000,https://www.cannabisreports.com/strain-reports/scarecrow-seeds/mana-cake,https://www.cannabisreports.com/images/strains/6/full_638525d3f3502dd6b2ec8902f09f0d1264d24e69.jpg,ScareCrow Seeds,KAYXL00000000000000000000,Jaffa Cake BX x Colombian Black (GGG),NHUWK3XCF7000000000000000 x HFKEWV3CPJ000000000000000,9
Chem Soda,9XVU74A4HH000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/chem-soda,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Black Cherry Soda x Chem D BX3,AQTNH6EE2A000000000000000 x ZXLAWFG292000000000000000,9
Mohan Ram,FTYEUGQJDH000000000000000,https://www.cannabisreports.com/strain-reports/sweet-seeds/mohan-ram,https://www.cannabisreports.com/images/strains/e/full_e84e6d2e09f65b0dd88f6e3989507a3834d1835e.jpg,Sweet Seeds,FTYEU00000000000000000000,White Widow x Sweet Afgani Delicious S1 (SAD),K3TYMWC3HY000000000000000 x KAFQLEDHDU000000000000000,9
Sweatband,9XVU7X9YY7000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sweatband,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Chem Dawg (Chemdog),9XVU762EQ4000000000000000,9
Girl Time,3CV7EADL49000000000000000,https://www.cannabisreports.com/strain-reports/tga-seeds/girl-time,https://www.cannabisreports.com/images/strains/no_image.png,TGA Seeds,3CV7E00000000000000000000,Girl Scout Cookies / Timewreck,4KXM32V9YF000000000000000 / 3CV7EJ2MGX000000000000000,9
Tranquilo,9XVU7VN4DR000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/tranquilo,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Thai Landrace x Mendo Purps x Mazar,9XVU7NWEGH000000000000000 x 9XVU7LXP9U000000000000000 x RLC6WHWV4N000000000000000,9
Tropicali,9XVU7YAWJ4000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/tropicali,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
O.G. Cake,DCH4A7EHKD000000000000000,https://www.cannabisreports.com/strain-reports/mad-scientist/og-cake,https://www.cannabisreports.com/images/strains/no_image.png,Mad Scientist,DCH4A00000000000000000000,Cheese Cake x Bird Dawg OG,DCH4AWKLFG000000000000000 x 9XVU79CDJM000000000000000,9
Space Ace,LCPRTEHTZW000000000000000,https://www.cannabisreports.com/strain-reports/north-genetics/space-ace,https://www.cannabisreports.com/images/strains/no_image.png,North Genetics,LCPRT00000000000000000000,Smurf Berry x Alien Dog (Ether),LCPRTQQRZX000000000000000 x QLG39H4GUZ000000000000000,9
Dr. Smurf,LCPRT7XDRF000000000000000,https://www.cannabisreports.com/strain-reports/north-genetics/dr-smurf,https://www.cannabisreports.com/images/strains/no_image.png,North Genetics,LCPRT00000000000000000000,Smurf Berry x Harlequin,LCPRTQQRZX000000000000000 x 9XVU7KL2ZR000000000000000,9
Element 9,LCPRTC4HLL000000000000000,https://www.cannabisreports.com/strain-reports/north-genetics/element-9,https://www.cannabisreports.com/images/strains/no_image.png,North Genetics,LCPRT00000000000000000000,Dream Berry x Alien OG Kush x Alien Dog (Ether),G3YM72D493000000000000000 x QLG39ZKDVV000000000000000 x QLG39H4GUZ000000000000000,9
Goji Cake,YLZHCHGG7K000000000000000,https://www.cannabisreports.com/strain-reports/moxie-seeds/goji-cake,https://www.cannabisreports.com/images/strains/no_image.png,Moxie Seeds,YLZHC00000000000000000000,Goji OG x Jesus OG,U9XW73T6EK000000000000000 x 3CV7E33XLH000000000000000,9
Third Eye,UD6QMGQN4T000000000000000,https://www.cannabisreports.com/strain-reports/west-coast-masters/third-eye,https://www.cannabisreports.com/images/strains/no_image.png,West Coast Masters,UD6QM00000000000000000000,Headband / Jack The Ripper,9XVU7QRN3Y000000000000000 / 3CV7EDUQKL000000000000000,9
Jacked-Up,3CV7EUQ93M000000000000000,https://www.cannabisreports.com/strain-reports/tga-seeds/jacked-up,https://www.cannabisreports.com/images/strains/c/full_ccda17cbe626947b8962a500a937e8afc6ff61cb.jpg,TGA Seeds,3CV7E00000000000000000000,Jack Herer / Timewreck,VUJCJ4TYMG000000000000000 / 3CV7EJ2MGX000000000000000,9
Sweetarts,YRMUQ3ECJU000000000000000,https://www.cannabisreports.com/strain-reports/unknown-prophet/sweetarts,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Prophet,YRMUQ00000000000000000000,Derps x Orange Tahoe,9XVU7X9T4Z000000000000000 x 9XVU72JZGV000000000000000,9
Fluxetine,CJXZNXXVYD000000000000000,https://www.cannabisreports.com/strain-reports/cult-classics-seeds/fluxetine,https://www.cannabisreports.com/images/strains/no_image.png,Cult Classics Seeds,CJXZN00000000000000000000,OGKB (OG Kush Breath) x Center,9XVU7TCQCV000000000000000 x 9XVU7RLDYX000000000000000,9
Grimmdica,HZU7PGN6DN000000000000000,https://www.cannabisreports.com/strain-reports/brothers-grimm-marijuana-seed-bank/grimmdica,https://www.cannabisreports.com/images/strains/no_image.png,Brothers Grimm Marijuana Seed Bank,HZU7P00000000000000000000,Hash Plant (Sensi) x Afghani Landrace,VUJCJZ9MNQ000000000000000 x 9XVU7HGAVW000000000000000,9
Mr. Magoo,ZE3RNPEFJH000000000000000,https://www.cannabisreports.com/strain-reports/sequoia-seeds/mr-magoo,https://www.cannabisreports.com/images/strains/no_image.png,Sequoia Seeds,ZE3RN00000000000000000000,Afgoo (Afgooey / Afghooey) x Emerald Triangle,9XVU7P37HL000000000000000 x ZE3RN3ZUGH000000000000000,9
Triton #7,VMHEDMJCEG000000000000000,https://www.cannabisreports.com/strain-reports/golden-lion-genetics/triton-7,https://www.cannabisreports.com/images/strains/no_image.png,Golden Lion Genetics,VMHED00000000000000000000,Jack Herer x Crystal Ship,VUJCJ4TYMG000000000000000 x VMHEDNJNUM000000000000000,9
CBD Yummy,KGQGEMERVK000000000000000,https://www.cannabisreports.com/strain-reports/cbd-crew/cbd-yummy,https://www.cannabisreports.com/images/strains/8/full_834e90ae9eef352b7e3a07f0f134115ade35bc7c.jpg,CBD Crew,KGQGE00000000000000000000,Yummy x Cannatonic,PW7Q43Z2ZZ000000000000000 x PW7Q4VUUKD000000000000000,9
710 Mango,YTZMX2Y3VL000000000000000,https://www.cannabisreports.com/strain-reports/710-genetics/710-mango,https://www.cannabisreports.com/images/strains/no_image.png,710 Genetics,YTZMX00000000000000000000,Somango (Soma #5),L2NZKX6L2J000000000000000,9
Pepiberry,EUAY7NUFZQ000000000000000,https://www.cannabisreports.com/strain-reports/pepita-seeds/pepiberry,https://www.cannabisreports.com/images/strains/2/full_2789520746021c0e6f4ffc3a3b97c661da818497.jpg,Pepita Seeds,EUAY700000000000000000000,Afghani Landrace x Kalijah,9XVU7HGAVW000000000000000 x NJDA3G4FCC000000000000000,9
Blue Smog,EUAY73XZJE000000000000000,https://www.cannabisreports.com/strain-reports/pepita-seeds/blue-smog,https://www.cannabisreports.com/images/strains/4/full_43ab955254098d29a71cf6b6a85333c86d9d473c.jpg,Pepita Seeds,EUAY700000000000000000000,Black Domina x Blue,VUJCJVRU4N000000000000000 x L2KQMTUFDH000000000000000,9
Mindscape,HFKEWCU4ZE000000000000000,https://www.cannabisreports.com/strain-reports/gage-green-group/mindscape,https://www.cannabisreports.com/images/strains/c/full_c721c25773e2e44066def380d1ab43451658198f.jpg,Gage Green Group,HFKEW00000000000000000000,Headwrecker x Mendo Montage,9XVU7AGUPL000000000000000 x HFKEWPX3LF000000000000000,9
L.A. Haze,HFKEWTEMEZ000000000000000,https://www.cannabisreports.com/strain-reports/gage-green-group/la-haze,https://www.cannabisreports.com/images/strains/2/full_2b9f957d93db0b4f35005ecb767b435fdbf27bbe.jpg,Gage Green Group,HFKEW00000000000000000000,( LA Confidential x Kali Mist ) x Afghan Haze,( TTUYNPCV3L000000000000000 x CYGU9DGHFF000000000000000 ) x RYWMVFERN7000000000000000,9
Swing Kid,YFTYMJ4M7J000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/swing-kid,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,Chemdog D Kush x Pre 98 Bubba Kush,VUDHTJKRC6000000000000000 x 9XVU79UTCY000000000000000,9
Super Hog,YFTYMPWU2C000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/super-hog,https://www.cannabisreports.com/images/strains/9/full_94635db133100d4317f17cce9934f862ac84df95.jpg,Riot Seeds,YFTYM00000000000000000000,Socal Master Kush x OG Kush x Hogsbreath,ZXPXFTTQE9000000000000000 x 9XVU7GD2AP000000000000000 x 9XVU7Q62ZY000000000000000,9
Fuckberry,YFTYMLDX2T000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/fuckberry,https://www.cannabisreports.com/images/strains/a/full_a5070010f7eb1089ee26943fd2f4977b3a965b41.jpg,Riot Seeds,YFTYM00000000000000000000,Angelfuck (Blue Velvet Cindy) x Black Rose,YFTYMKGRNP000000000000000 x JMN2D67AZC000000000000000,9
Fugu Kush,HA3F44CZCT000000000000000,https://www.cannabisreports.com/strain-reports/hazeman-seeds/fugu-kush,https://www.cannabisreports.com/images/strains/0/full_0a8c1c6b14a01814a46e56d20d0429bacae1b640.jpg,Hazeman Seeds,HA3F400000000000000000000,Pre 98 Bubba Kush x Blowfish,9XVU79UTCY000000000000000 x PRPNM66ZKA000000000000000,9
Matriarch,4YJV2MKZ3C000000000000000,https://www.cannabisreports.com/strain-reports/illuminati-seeds/matriarch,https://www.cannabisreports.com/images/strains/5/full_5eefadd9d2ae3e47d8b9b002ec98ed0c6f3bf06f.jpg,Illuminati Seeds,4YJV200000000000000000000,Cinderella 99 (C99) x Pestilence,HZU7PPY4L4000000000000000 x 9XVU7ZCN6N000000000000000,9
Legion OG,4YJV2NH6D7000000000000000,https://www.cannabisreports.com/strain-reports/illuminati-seeds/legion-og,https://www.cannabisreports.com/images/strains/f/full_f9fa3056919785dff1fcf00e79c364d462816a14.jpg,Illuminati Seeds,4YJV200000000000000000000,Amherst (Mass.) Super Skunk x Pestilence,VUJCJJZWYD000000000000000 x 9XVU7ZCN6N000000000000000,9
Irukandji,4YJV29XC6U000000000000000,https://www.cannabisreports.com/strain-reports/illuminati-seeds/irukandji,https://www.cannabisreports.com/images/strains/2/full_269e1a24310addf8791fc41e91133b073b3d1960.jpg,Illuminati Seeds,4YJV200000000000000000000,Mamba x Pestilence,9XVU7HYEQA000000000000000 x 9XVU7ZCN6N000000000000000,9
Shangrila,3CV7E24WYP000000000000000,https://www.cannabisreports.com/strain-reports/tga-seeds/shangrila,https://www.cannabisreports.com/images/strains/c/full_c58669d493ed309507bc1a388d98fa05353b1b1f.jpg,TGA Seeds,3CV7E00000000000000000000,Fudo Myo-o x 9 Pound Hammer,9XVU7U2TC7000000000000000 x 3CV7EXTKJ4000000000000000,9
Speed'Off,LMKG6N62AX000000000000000,https://www.cannabisreports.com/strain-reports/seedbleed/speedoff,https://www.cannabisreports.com/images/strains/0/full_0252e6a45afbb0f4d61711a1ea4cee55ecb8f0ca.jpg,Seedbleed,LMKG600000000000000000000,,,9
Shiskaine,LMKG6PCLKC000000000000000,https://www.cannabisreports.com/strain-reports/seedbleed/shiskaine,https://www.cannabisreports.com/images/strains/d/full_d44ae5a9ae8b9ad87fb6500dcadee08c71e8bf24.jpg,Seedbleed,LMKG600000000000000000000,Shiskeberry (Shiskaberry) x Kronocaine,M79TTEXYRJ000000000000000 x JZJFUR73LK000000000000000,9
Titankane,LMKG62L6AV000000000000000,https://www.cannabisreports.com/strain-reports/seedbleed/titankane,https://www.cannabisreports.com/images/strains/6/full_647230f3c39e0fa747891ba6f72194bfd0f62146.jpg,Seedbleed,LMKG600000000000000000000,Titan's Haze (Fuma con Diablos) x Kronocaine,QPDQZ3CXJG000000000000000 x JZJFUR73LK000000000000000,9
Thai Rock,9XVU779GTX000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/thai-rock,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Thai Landrace,9XVU7NWEGH000000000000000,9
Hula Girl,92YJCN7AUF000000000000000,https://www.cannabisreports.com/strain-reports/guerilla-farms/hula-girl,https://www.cannabisreports.com/images/strains/no_image.png,Guerilla Farms,92YJC00000000000000000000,,,9
